Source,Fishing period,Species fishing year start month,Species code,Fishstock Code,Fishstock fishing year start month,Name,TAC allowance,Reported comm. catch (kg),Reported comm. catch (units),TACC (kg),Cust. allow. (kg),Rec. allow. (kg),Target,In QMS
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FLA,FLA2,10,Flatfish 2 & 8 Combined,,125711,,725900,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TAR,TAR5,10,Tarakihi Southland,,123045,,152600,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR7A,10,Kina Challenger (Nelson/Marlborough),238000,121266,,135000,80000,20000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BWS,BWS1,10,Blue Shark 1 - 10 (Combined),2080000,120492,,1860000,10000,20000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE21,10,Short-finned eel Waikato/Poverty Bay,181000,120341,,134000,24000,19000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCI1,10,Scampi Auckland (East),126000,119939,,120000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RSK,RSK1,10,Rough Skate 1 and 2 (Combined),114000,119316,,111000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPE7,10,Sea Perch Challenger,98000,118037,,82000,8000,8000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ORH,ORH3A,10,Orange Roughy South East (Cook Strait/Kaikoura),186000,116926,,177000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,GSC,GSC6A,4,Giant Spider Crab Southern Islands,165000,115854,,148000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU2,10,Paua Central,,113874,,121188,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ELE,ELE7,10,Elephant Fish Challenger,,113243,,101800,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EMA,EMA2,10,Blue Mackerel Central(East),187000,112177,,180000,2000,5000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCI4A,10,Scampi Chatham Islands East,126000,111402,,120000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CRA,CRA7,4,Spiny red rock lobster Otago,117000,110574,,97000,10000,5000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HPB,HPB7,10,Hapuku & Bass Challenger,,110120,,235500,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STA,STA4,10,Stargazer Chatham Rise,,107728,,2157800,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU5A,10,Paua Fiordland,,107450,,148983,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY2,10,Ruby Fish Central(East),435000,103527,,433000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE7,4,Triangle shell Challenger,235000,102123,,217000,5000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO3,4,Deepwater tuatua South-East (Coast),150000,93647,,108000,21000,21000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LEA,LEA1,10,Leatherjacket 1 and 9 (Combined),203000,91644,,188000,1000,5000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU5B,10,Paua Stewart Island,105000,89325,,90000,6000,6000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPO,SPO2,10,Rig Central (East),130000,88727,,108000,5000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WAR,WAR2,10,Blue Warehou Central (East),,88441,,577835,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KIN,KIN1,10,Kingfish Auckland(East),673000,85285,,91000,76000,459000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU7,10,Paua Challenger (Nelson/Marlborough),133620,81877,,93620,15000,15000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBT,RBT7,10,"Redbait 7,8 & 9 (combined)",2991000,75312,,2841000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BYX,BYX1,10,Alfonsino 1 & 9 Combined,304000,73357,,300000,2000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSH6,10,Ghost Shark Sub-Antartic,95000,71090,,95000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY1,10,Ruby Fish Auckland(East),318000,70637,,300000,1000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BCO,BCO7,10,Blue Cod Challenger,343000,70571,,70005,27000,177000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LEA,LEA2,10,"Leatherjacket 2, 7 and 8 (Combined)",1196000,67400,,1136000,1000,2000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MOO,MOO1,10,Moonfish 1 - 10 (Combined),527000,67202,,527000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE22,10,Short-finned eel Hawke Bay/Wellington,121000,67066,,94000,14000,11000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FRO9,10,Frostfish Auckland(West),140000,64909,,138000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,GSC,GSC5,4,Giant Spider Crab Southland,20000,63822,,19000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KIN,KIN8,10,Kingfish 8 and 9 (Combined),92000,63358,,45000,9000,31000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSH5,10,Ghost Shark Southland,109000,63271,,109000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SBW,SBW6R,4,Southern Blue Whiting Pukaki Rise,5500000,62671,,5500000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU5D,10,Paua Southland and Otago,134000,62484,,89000,3000,22000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FRO1,10,Frostfish Auckland(East),151000,62431,,149000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HPB,HPB8,10,Hapuku & Bass Central (Egmont),,60615,,80100,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE20,10,Short-finned eel Northland/Auckland,148000,59644,,86000,30000,28000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KAH,KAH3,10,"Kahawai 3,5,6, and 7 (Combined)",935000,58536,,410000,115000,390000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSK,SSK1,10,Smooth Skate 1 and 2 (Combined),40000,58101,,37000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WWA,WWA4,10,White Warehou South-East(Chatham Rise),332000,57198,,330000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POS,POS1,10,Porbeagle Shark 1 - 10 (Combined),129000,56943,,110000,2000,6000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KIN,KIN2,10,Kingfish Central(East),170000,55450,,63000,18000,65000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPE2,10,Sea Perch Central(East),93000,54135,,79000,5000,9000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSH2,10,Ghost Shark Central(East),100000,53107,,89000,0,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPE1,10,Sea Perch Auckland(East),58000,52443,,53000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSK,SSK8,10,Smooth Skate 8 and 9 (Combined),23000,51976,,20000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SBW,SBW1,4,Southern Blue Whiting New Zealand (excluding Sub-Antarctic),100000,51919,,98000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TAR,TAR4,10,Tarakihi Chatham Rise,,51130,,316200,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FRO2,10,Frostfish Central(East),112000,50943,,110000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAR,PAR1,10,Parore Auckland(East),74000,50052,,61000,3000,6000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CRA,CRA9,4,Spiny red rock lobster Westland/Taranaki,115800,49961,,60800,20000,30000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUT2,10,Butterfish  Central(East),225000,47287,,63000,80000,80000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KIN,KIN7,10,Kingfish Challenger,41000,46784,,15000,2000,20000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ORH,ORH2B,10,Orange Roughy Central (Wairarapa),63000,45701,,60000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EMA,EMA3,10,"Blue Mackerel South-East(Coast), South-East(Chatham Rise), Southland, Sub-Antartic",392000,45687,,390000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU3,10,Paua South-East (Kaikoura Coast),79300,45591,,45800,15000,8500,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FRO5,10,Frostfish Southland,135000,43637,,135000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POR,POR1,10,Porae Auckland(East),75000,41199,,62000,3000,6000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB3G,10,Bladder Kelp (Attached) South-East (Coast),1238000,40810,,1236800,100,100,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PHC,PHC1,4,Packhorse Rock LobstAll New Zealand Fisheries Waters,,39445,,40300,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI3,4,Large trough shell South-East (Coast),65000,38736,,62000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RSK,RSK8,10,Rough Skate 8 and 9 (Combined),24000,38703,,21000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR1A,10,Kina East Northland,172000,38668,,40000,65000,65000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BNS,BNS7,10,Bluenose Challenger,40000,38266,,34000,2000,3000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RIB,RIB1,10,Ribaldo Auckland(East),121000,36435,,121000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE15,10,Long-finned eel Otago/Southland,66540,36234,,52000,13270,1270,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUT5,10,Butterfish  Southland,66000,36212,,45000,10000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RIB,RIB5,10,Ribaldo Southland,52000,35758,,52000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSP,GSP7,10,Pale Ghost Shark,176000,34633,,176000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MAK,MAK1,10,Mako Shark 1 - 10 (Combined),276000,32965,,200000,10000,30000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCACS,4,Scallop Coromandel scallop fishery,81000,31032,,50000,10000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU4,10,Trumpeter South-East(Chatham Rise),59000,28039,,59000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC3,10,"Queen Scallop South-East(Coast), Southland",400000,25735,,380000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI7,4,Large trough shell Challenger,144000,25369,,131000,5000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSH9,10,Ghost Shark Auckland(West),22000,25299,,22000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STA,STA1,10,Stargazer Auckland (East),21000,25143,,21000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RSN,RSN2,10,"Red Snapper 2,3,4,5,6,7,8, and 9 (Combined)",25000,23843,,21000,1000,2000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN7,4,Ringed Dosinia Challenger,133000,23669,,120000,5000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YFN,YFN1,10,Yellowfin Tuna 1 - 10 (Combined),358000,23074,,263000,30000,60000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RSN,RSN1,10,Red Snapper Auckland(East),140000,22581,,124000,2000,13000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR2A,10,Kina East Coast,204000,21763,,80000,60000,60000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSH1,10,Ghost Shark Auckland(East),22000,21181,,22000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RCO,RCO1,10,Red Cod Auckland (East),,20831,,42292,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TOR,TOR1,10,Pacific Bluefin Tuna 1-10 (Combined),145000,20706,,116000,500,25000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GAR,GAR1,10,Garfish  Auckland(East),55000,20178,,25000,10000,20000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUT7,10,Butterfish  Challenger,69000,18719,,38000,15000,15000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSH8,10,Ghost Shark Central(West),39000,17945,,34000,0,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STA,STA2,10,Stargazer Central (East),38000,17631,,38000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD3,10,Paddle Crab  South-East(Coast),110000,16954,,100000,2000,8000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY4,10,Ruby Fish South-East(Chatham Rise),19000,16839,,18000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FRO4,10,Frostfish South-East(Chatham Rise),28000,16255,,28000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAR,PAR9,10,Parore Auckland(West),25000,15311,,21000,1000,2000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE15,10,Short-finned eel Otago/Southland,37420,15066,,29000,7420,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RIB,RIB9,10,Ribaldo Auckland(West),21000,14341,,21000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU3,10,Trumpeter South-East(Coast),53000,14075,,33000,7000,13000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM1,10,Yellow Eyed Mullet  Auckland(East),50000,13417,,20000,15000,15000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDL4,10,Cardinalfish South-East(Chatham Rise),66000,13226,,66000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POR,POR2,10,"Porae 2, 8, and 9 (Combined)",22000,13139,,18000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE20,10,Long-finned eel Northland/Auckland,39000,13053,,19000,10000,8000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO8,4,Deepwater tuatua Central (West),296000,12853,,262000,10000,9000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WAR,WAR1,10,Blue Warehou Auckland (East),,12598,,41200,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPE5,10,Sea Perch Southland,38000,12465,,36000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE21,10,Long-finned eel Waikato/Poverty Bay,60000,12195,,32000,16000,10000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FRO3,10,Frostfish South-East(Coast),176000,11902,,176000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BYX,BYX7,10,Alfonsino Challenger,,11776,,80500,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BCO,BCO2,10,Blue Cod Central (East),,11681,,10305,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDL7,10,Cardinalfish Challenger,39000,10840,,39000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPE9,10,Sea Perch Auckland(West),8000,10580,,6000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE16,10,Long-finned eel Westcoast,32410,10128,,25000,6410,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE23,10,Short-finned eel Taranaki/Rangitikei,36000,10004,,23000,6000,5000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR9,10,Kina Auckland (West),33000,9603,,10000,11000,11000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE22,10,Long-finned eel Hawke Bay/Wellington,34000,9534,,21000,6000,5000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC7B,4,Sea cucumber Challenger (Nelson),17000,8822,,14000,1000,2000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA1,4,Scallop Northland scallop fishery,75000,8054,,40000,7500,7500,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR2B,10,Kina Wairarapa and Wellington,102000,7878,,30000,35000,35000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ELE,ELE2,10,Elephant Fish 2 & 8 Combined,,7717,,21600,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BCO,BCO1,10,Blue Cod Auckland (East),,7677,,46244,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM9,10,Yellow Eyed Mullet  Auckland(West),38000,7493,,30000,4000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,GSC,GSC3,4,Giant Spider Crab 3 and 4 (Combined),15000,6830,,14000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MOK,MOK5,10,Blue Moki Southland,,6803,,43756,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL7,10,Deepwater clam Challenger,30000,6715,,23100,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE11,10,Short-finned eel Nelson/Marlborough,24870,6235,,19000,4870,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WWA,WWA2,10,White Warehou Central(East),75000,6127,,73000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BCO,BCO8,10,Blue Cod Central (Egmont),226000,6122,,34000,2000,188000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE16,10,Short-finned eel Westcoast,38690,5933,,30000,7690,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC7A,4,Sea cucumber Challenger (Marlborough Sounds),8000,5834,,5000,1000,2000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDL5,10,Cardinalfish Southland,22000,5730,,22000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC3,4,Sea cucumber South-East (Coast),54000,5408,,48000,1000,2000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY7,10,Ruby Fish Challenger,33000,5298,,33000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD2,10,Paddle Crab  Central(East),125000,4872,,110000,5000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE23,10,Long-finned eel Taranaki/Rangitikei,34000,4519,,9000,14000,9000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTO,PTO1,10,Patagonian Toothfish (FMAs 1-10 combined),50000,4485,,49500,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KIN,KIN3,10,"Kingfish 3, 5 and 6 (Combined)",3000,4378,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCI7,10,Scampi Challenger/Central (Plateau),79000,4231,,75000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BNS,BNS8,10,Bluenose Central (Egmont),20000,4201,,16000,1000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPE8,10,Sea Perch Central(West),21000,3770,,15000,2000,4000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM3,10,Yellow Eyed Mullet  South-East(Coast),14000,3670,,8000,2000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU2,10,Trumpeter Central(East),22000,3560,,20000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STA,STA8,10,Stargazer Central (Egmont),22000,3529,,22000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU5,10,Trumpeter Southland,54000,3234,,22000,11000,21000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD1,10,Paddle Crab  Auckland(East),250000,3180,,220000,10000,20000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,GSC,GSC6B,4,Giant Spider Crab Sub-Antarctic,250000,3125,,237000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU7,10,Trumpeter Challenger,11000,3018,,6000,2000,3000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE12,10,Short-finned eel North Canterbury/South Marlborough,26100,2673,,20000,5100,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC1B,4,Sea cucumber Hauraki Gulf and Bay of Plenty,8000,2444,,2000,2000,4000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUT1,10,"Butterfish Auckland(East), Central(West), Auckland(West)",24000,2399,,3000,10000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDL1,10,Cardinalfish Auckland(East),1320000,2296,,1200000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPE6,10,Sea Perch Sub-Antartic,9000,1984,,9000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBT,RBT1,10,Redbait 1 & 2 (combined),20000,1897,,19000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI8,4,Large trough shell Central (West),631000,1801,,589000,10000,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC5A,4,Sea cucumber Fiordland,4000,1792,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ORH,ORH7B,10,Orange Roughy Challenger (South),1000,1415,,1000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC2B,4,Sea cucumber Wairarapa and Wellington,11000,1371,,5000,2000,4000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE8,4,Triangle shell Central (West),1821000,1202,,1720000,10000,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,JDO,JDO3,10,John Dory South East (Coast),,1168,,31900,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD8,10,Paddle Crab  Central(West),65000,1082,,60000,1000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU6,10,Paua Challenger (Westland),,1036,,1000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC6,4,King Crab Sub-Antarctic,10000,999,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE14,10,Short-finned eel South Canterbury/Waitaki,13570,980,,10000,2570,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDL6,10,Cardinalfish Sub-Antartic,1000,959,,1000,0,0,Yes,Yes
