"","species","fishing_year","avg_price","wt_ace_2","wt_ace_1"
"478","Jack Mackerel","2020",0.27362133675,0.0684053341875,0.2052160025625
"479","Jack Mackerel","2021",0.2544473895,0.063611847375,0.190835542125
"480","John Dory","2008",5.89,1.4725,4.4175
"481","John Dory","2009",5.89,1.4725,4.4175
"482","John Dory","2010",6.196,1.549,4.647
"483","John Dory","2011",5.876,1.469,4.407
"484","John Dory","2012",5.83,1.4575,4.3725
"485","John Dory","2013",6.17,1.5425,4.6275
"486","John Dory","2014",6.102,1.5255,4.5765
"487","John Dory","2015",6.152,1.538,4.614
"488","John Dory","2016",6.226,1.5565,4.6695
"489","John Dory","2017",6.056,1.514,4.542
"490","John Dory","2018",6.0543913748,1.5135978437,4.5407935311
"491","John Dory","2019",6.3668019234,1.59170048085,4.77510144255
"492","John Dory","2020",6.136971424,1.534242856,4.602728568
"493","John Dory","2021",6.4806523424,1.6201630856,4.8604892568
"494","Kahawai","2008",0.303333333333333,0.0758333333333333,0.2275
"495","Kahawai","2009",0.303333333333333,0.0758333333333333,0.2275
"496","Kahawai","2010",0.583333333333333,0.145833333333333,0.4375
"497","Kahawai","2011",0.661666666666667,0.165416666666667,0.49625
"498","Kahawai","2012",0.653333333333333,0.163333333333333,0.49
"499","Kahawai","2013",0.675,0.16875,0.50625
"500","Kahawai","2014",0.675,0.16875,0.50625
"501","Kahawai","2015",0.551666666666667,0.137916666666667,0.41375
"502","Kahawai","2016",0.511666666666667,0.127916666666667,0.38375
"503","Kahawai","2017",0.451666666666667,0.112916666666667,0.33875
"504","Kahawai","2018",0.468751008666667,0.117187752166667,0.3515632565
"505","Kahawai","2019",0.602132215833333,0.150533053958333,0.451599161875
"506","Kahawai","2020",1.0310133185,0.257753329625,0.773259988875
"507","Kahawai","2021",0.976735002833333,0.244183750708333,0.732551252125
"508","Kina","2008",1.25416666666667,0.313541666666667,0.940625
"509","Kina","2009",1.25416666666667,0.313541666666667,0.940625
"510","Kina","2010",1.7575,0.439375,1.318125
"511","Kina","2011",1.81333333333333,0.453333333333333,1.36
"512","Kina","2012",1.80166666666667,0.450416666666667,1.35125
"513","Kina","2013",1.80166666666667,0.450416666666667,1.35125
"514","Kina","2014",1.7,0.425,1.275
"515","Kina","2015",1.73666666666667,0.434166666666667,1.3025
"516","Kina","2016",1.65833333333333,0.414583333333333,1.24375
"517","Kina","2017",1.65833333333333,0.414583333333333,1.24375
"518","Kina","2018",1.84855591175,0.4621389779375,1.3864169338125
"519","Kina","2019",1.84855591175,0.4621389779375,1.3864169338125
"520","Kina","2020",1.61180178666667,0.402950446666667,1.20885134
"521","Kina","2021",3.46759986966667,0.866899967416667,2.60069990225
"522","King Clam","2008",20,5,15
"523","King Clam","2009",20,5,15
"524","King Clam","2010",24.13,6.0325,18.0975
"525","King Clam","2011",24.21,6.0525,18.1575
"526","King Clam","2012",24.02,6.005,18.015
"527","King Clam","2013",24.02,6.005,18.015
"528","King Clam","2014",24.02,6.005,18.015
"529","King Clam","2015",24.02,6.005,18.015
"530","King Clam","2016",24.02,6.005,18.015
"531","King Clam","2017",24.02,6.005,18.015
"532","King Clam","2018",24.02,6.005,18.015
"533","King Clam","2019",23.4075038625,5.851875965625,17.555627896875
"534","King Clam","2020",23.4075038625,5.851875965625,17.555627896875
"535","King Clam","2021",23.4075038625,5.851875965625,17.555627896875
"536","King crab","2008",3,0.75,2.25
"537","King crab","2009",3,0.75,2.25
"538","King crab","2010",3.62,0.905,2.715
"539","King crab","2011",3.63,0.9075,2.7225
"540","King crab","2012",3.6,0.9,2.7
"541","King crab","2013",3.6,0.9,2.7
"542","King crab","2014",0.2,0.05,0.15
"543","King crab","2015",0.2,0.05,0.15
"544","King crab","2016",0.2,0.05,0.15
"545","King crab","2017",0.2,0.05,0.15
"546","King crab","2018",0.2,0.05,0.15
"547","King crab","2019",0.2,0.05,0.15
"548","King crab","2020",0.2,0.05,0.15
"549","King crab","2021",0.186,0.0465,0.1395
"550","Kingfish","2008",5.15428571428571,1.28857142857143,3.86571428571429
"551","Kingfish","2009",5.15428571428571,1.28857142857143,3.86571428571429
"552","Kingfish","2010",5.09,1.2725,3.8175
"553","Kingfish","2011",4.61571428571429,1.15392857142857,3.46178571428571
"554","Kingfish","2012",4.57857142857143,1.14464285714286,3.43392857142857
"555","Kingfish","2013",4.20714285714286,1.05178571428571,3.15535714285714
"556","Kingfish","2014",4.38428571428571,1.09607142857143,3.28821428571429
"557","Kingfish","2015",4.67714285714286,1.16928571428571,3.50785714285714
"558","Kingfish","2016",4.57,1.1425,3.4275
"559","Kingfish","2017",3.24857142857143,0.812142857142857,2.43642857142857
"560","Kingfish","2018",3.09539393757143,0.773848484392857,2.32154545317857
"561","Kingfish","2019",3.85663120971429,0.964157802428571,2.89247340728571
"562","Kingfish","2020",4.10772734957143,1.02693183739286,3.08079551217857
"563","Kingfish","2021",4.39503433971429,1.09875858492857,3.29627575478571
"564","Knobbed Whelk","2008",0.6,0.15,0.45
"565","Knobbed Whelk","2009",0.6,0.15,0.45
"566","Knobbed Whelk","2010",0.72,0.18,0.54
"567","Knobbed Whelk","2011",0.72,0.18,0.54
"568","Knobbed Whelk","2012",0.71,0.1775,0.5325
"569","Knobbed Whelk","2013",0.71,0.1775,0.5325
"570","Knobbed Whelk","2014",0.71,0.1775,0.5325
"571","Knobbed Whelk","2015",0.71,0.1775,0.5325
"572","Knobbed Whelk","2016",0.71,0.1775,0.5325
"573","Knobbed Whelk","2017",0.71,0.1775,0.5325
"574","Knobbed Whelk","2018",0.71,0.1775,0.5325
"575","Knobbed Whelk","2019",0.71,0.1775,0.5325
"576","Knobbed Whelk","2020",0.71,0.1775,0.5325
"577","Knobbed Whelk","2021",0.71,0.1775,0.5325
"578","Leather Jacket","2008",0.52,0.13,0.39
"579","Leather Jacket","2009",0.52,0.13,0.39
"580","Leather Jacket","2010",0.724,0.181,0.543
"581","Leather Jacket","2011",0.71,0.1775,0.5325
"582","Leather Jacket","2012",0.702,0.1755,0.5265
"583","Leather Jacket","2013",0.702,0.1755,0.5265
"584","Leather Jacket","2014",0.71,0.1775,0.5325
"585","Leather Jacket","2015",0.754,0.1885,0.5655
"586","Leather Jacket","2016",0.714,0.1785,0.5355
"587","Leather Jacket","2017",0.722,0.1805,0.5415
"588","Leather Jacket","2018",0.7319547176,0.1829886794,0.5489660382
"589","Leather Jacket","2019",0.7412928676,0.1853232169,0.5559696507
"590","Leather Jacket","2020",0.726842347,0.18171058675,0.54513176025
"591","Leather Jacket","2021",0.7473317204,0.1868329301,0.5604987903
"592","Ling","2008",2.96625,0.7415625,2.2246875
"593","Ling","2009",2.96625,0.7415625,2.2246875
"594","Ling","2010",2.63625,0.6590625,1.9771875
"595","Ling","2011",2.61,0.6525,1.9575
"596","Ling","2012",2.59,0.6475,1.9425
"597","Ling","2013",2.6475,0.661875,1.985625
"598","Ling","2014",2.84125,0.7103125,2.1309375
"599","Ling","2015",2.62375,0.6559375,1.9678125
"600","Ling","2016",2.84,0.71,2.13
"601","Ling","2017",2.675,0.66875,2.00625
"602","Ling","2018",2.805883859,0.70147096475,2.10441289425
"603","Ling","2019",2.631542097875,0.65788552446875,1.97365657340625
"604","Ling","2020",2.863696671,0.71592416775,2.14777250325
"605","Ling","2021",2.914240838625,0.72856020965625,2.18568062896875
"606","Long finned eel","2008",3.5,0.875,2.625
"607","Long finned eel","2009",3.5,0.875,2.625
"608","Long finned eel","2010",4,1,3
"609","Long finned eel","2011",4.34,1.085,3.255
"610","Long finned eel","2012",4.31,1.0775,3.2325
"611","Long finned eel","2013",4.31,1.0775,3.2325
"612","Long finned eel","2014",4.31,1.0775,3.2325
"613","Long finned eel","2015",4.31,1.0775,3.2325
"614","Long finned eel","2016",4.31,1.0775,3.2325
"615","Long finned eel","2017",4.465,1.11625,3.34875
"616","Long finned eel","2018",4.35624149666667,1.08906037416667,3.2671811225
"617","Long finned eel","2019",4.365489796,1.091372449,3.274117347
"618","Long finned eel","2020",4.365489796,1.091372449,3.274117347
"619","Long finned eel","2021",4.365489796,1.091372449,3.274117347
"620","Longfinned eel","2008",3.88,0.97,2.91
"621","Longfinned eel","2009",3.88,0.97,2.91
"622","Longfinned eel","2010",4.724,1.181,3.543
"623","Longfinned eel","2011",4.826,1.2065,3.6195
"624","Longfinned eel","2012",4.96,1.24,3.72
"625","Longfinned eel","2013",4.96,1.24,3.72
"626","Longfinned eel","2014",4.864,1.216,3.648
"627","Longfinned eel","2015",4.508,1.127,3.381
"628","Longfinned eel","2016",4.508,1.127,3.381
"629","Longfinned eel","2017",3.072,0.768,2.304
"630","Longfinned eel","2018",3.0728024992,0.7682006248,2.3046018744
"631","Longfinned eel","2019",4.3824903142,1.09562257855,3.28686773565
"632","Longfinned eel","2020",4.4697999286,1.11744998215,3.35234994645
"633","Longfinned eel","2021",4.4697999286,1.11744998215,3.35234994645
"634","Look Down Dory","2008",0.706666666666667,0.176666666666667,0.53
"635","Look Down Dory","2009",0.706666666666667,0.176666666666667,0.53
"636","Look Down Dory","2010",1.44333333333333,0.360833333333333,1.0825
"637","Look Down Dory","2011",1.53,0.3825,1.1475
"638","Look Down Dory","2012",1.52,0.38,1.14
"639","Look Down Dory","2013",1.69,0.4225,1.2675
"640","Look Down Dory","2014",1.59,0.3975,1.1925
"641","Look Down Dory","2015",1.65333333333333,0.413333333333333,1.24
"642","Look Down Dory","2016",1.63666666666667,0.409166666666667,1.2275
"643","Look Down Dory","2017",1.53333333333333,0.383333333333333,1.15
"644","Look Down Dory","2018",1.49869719266667,0.374674298166667,1.1240228945
"645","Look Down Dory","2019",1.41421322366667,0.353553305916667,1.06065991775
"646","Look Down Dory","2020",1.54327372633333,0.385818431583333,1.15745529475
"647","Look Down Dory","2021",1.43568507766667,0.358921269416667,1.07676380825
"648","Mako Shark","2008",0.45,0.1125,0.3375
"649","Mako Shark","2009",0.45,0.1125,0.3375
"650","Mako Shark","2010",0.49,0.1225,0.3675
"651","Mako Shark","2011",0.34,0.085,0.255
"652","Mako Shark","2012",0.34,0.085,0.255
"653","Mako Shark","2013",0.3,0.075,0.225
"654","Mako Shark","2014",0.36,0.09,0.27
"655","Mako Shark","2015",0.36,0.09,0.27
"656","Mako Shark","2016",0.38,0.095,0.285
"657","Mako Shark","2017",0.29,0.0725,0.2175
"658","Mako Shark","2018",0.291998015,0.07299950375,0.21899851125
"659","Mako Shark","2019",0.291998015,0.07299950375,0.21899851125
"660","Mako Shark","2020",0.291998015,0.07299950375,0.21899851125
"661","Mako Shark","2021",0.291998015,0.07299950375,0.21899851125
"662","Moonfish","2008",1.83,0.4575,1.3725
"663","Moonfish","2009",1.83,0.4575,1.3725
"664","Moonfish","2010",3.26,0.815,2.445
"665","Moonfish","2011",1.91,0.4775,1.4325
"666","Moonfish","2012",1.89,0.4725,1.4175
"667","Moonfish","2013",1.89,0.4725,1.4175
"668","Moonfish","2014",1.89,0.4725,1.4175
"669","Moonfish","2015",1.89,0.4725,1.4175
"670","Moonfish","2016",1.86,0.465,1.395
"671","Moonfish","2017",2.03,0.5075,1.5225
"672","Moonfish","2018",2.034954803,0.50873870075,1.52621610225
"673","Moonfish","2019",2.034954803,0.50873870075,1.52621610225
"674","Moonfish","2020",2.034954803,0.50873870075,1.52621610225
"675","Moonfish","2021",2.034954803,0.50873870075,1.52621610225
"676","Octopus","2008",1.53,0.3825,1.1475
"677","Octopus","2009",1.53,0.3825,1.1475
"678","Octopus","2010",2.14,0.535,1.605
"679","Octopus","2011",2.49,0.6225,1.8675
"680","Octopus","2012",2.48,0.62,1.86
"681","Octopus","2013",2.48,0.62,1.86
"682","Octopus","2014",2.42444444444444,0.606111111111111,1.81833333333333
"683","Octopus","2015",2.42444444444444,0.606111111111111,1.81833333333333
"684","Octopus","2016",3.03,0.7575,2.2725
"685","Octopus","2017",NA,NA,NA
"686","Octopus","2018",3.03,0.7575,2.2725
"687","Octopus","2019",3.03,0.7575,2.2725
"688","Octopus","2020",3.03,0.7575,2.2725
"689","Octopus","2021",4.867637128,1.216909282,3.650727846
"690","Orange Roughy","2008",2.99,0.7475,2.2425
"691","Orange Roughy","2009",2.99,0.7475,2.2425
"692","Orange Roughy","2010",2.38625,0.5965625,1.7896875
"693","Orange Roughy","2011",2.78375,0.6959375,2.0878125
"694","Orange Roughy","2012",2.46125,0.6153125,1.8459375
"695","Orange Roughy","2013",2.175,0.54375,1.63125
"696","Orange Roughy","2014",2.135,0.53375,1.60125
"697","Orange Roughy","2015",2.3575,0.589375,1.768125
"698","Orange Roughy","2016",2.6275,0.656875,1.970625
"699","Orange Roughy","2017",2.55625,0.6390625,1.9171875
"700","Orange Roughy","2018",2.9870250795,0.746756269875,2.240268809625
"701","Orange Roughy","2019",2.252349268,0.563087317,1.689261951
"702","Orange Roughy","2020",2.269168570625,0.56729214265625,1.70187642796875
"703","Orange Roughy","2021",2.4457322715,0.611433067875,1.834299203625
"704","Oreo","2008",0.8,0.2,0.6
"705","Oreo","2009",0.8,0.2,0.6
"706","Oreo","2010",0.82,0.205,0.615
"707","Oreo","2011",0.9,0.225,0.675
"708","Oreo","2012",0.89,0.2225,0.6675
"709","Oreo","2013",0.89,0.2225,0.6675
"710","Oreo","2014",0.89,0.2225,0.6675
"711","Oreo","2015",0.87,0.2175,0.6525
"712","Oreo","2016",0.68,0.17,0.51
"713","Oreo","2017",0.68,0.17,0.51
"714","Oreo","2018",0.589610296,0.147402574,0.442207722
"715","Oreo","2019",0.713326462,0.1783316155,0.5349948465
"716","Oreo","2020",0.713326462,0.1783316155,0.5349948465
"717","Oreo","2021",0.9706611696,0.2426652924,0.7279958772
"718","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2008",4.87,1.2175,3.6525
"719","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2009",4.87,1.2175,3.6525
"720","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2010",5.88,1.47,4.41
"721","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2011",5.9,1.475,4.425
"722","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2012",5.85,1.4625,4.3875
"723","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2013",5.85,1.4625,4.3875
"724","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2014",5.85,1.4625,4.3875
"725","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2015",5.85,1.4625,4.3875
"726","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2016",5.85,1.4625,4.3875
"727","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2017",5.85,1.4625,4.3875
"728","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2018",5.85,1.4625,4.3875
"729","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2019",5.85,1.4625,4.3875
"730","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2020",5.85,1.4625,4.3875
"731","Oyster   Foveuax Strait (note: price is $/kg greenweight)","2021",5.85,1.4625,4.3875
"732","Oyster   Other than Foveaux Strait","2008",3.97090909090909,0.992727272727273,2.97818181818182
"733","Oyster   Other than Foveaux Strait","2009",3.97090909090909,0.992727272727273,2.97818181818182
"734","Oyster   Other than Foveaux Strait","2010",4.79454545454545,1.19863636363636,3.59590909090909
"735","Oyster   Other than Foveaux Strait","2011",4.81363636363636,1.20340909090909,3.61022727272727
"736","Oyster   Other than Foveaux Strait","2012",4.77363636363636,1.19340909090909,3.58022727272727
"737","Oyster   Other than Foveaux Strait","2013",4.77363636363636,1.19340909090909,3.58022727272727
"738","Oyster   Other than Foveaux Strait","2014",4.77363636363636,1.19340909090909,3.58022727272727
"739","Oyster   Other than Foveaux Strait","2015",4.77363636363636,1.19340909090909,3.58022727272727
"740","Oyster   Other than Foveaux Strait","2016",4.77363636363636,1.19340909090909,3.58022727272727
"741","Oyster   Other than Foveaux Strait","2017",4.77363636363636,1.19340909090909,3.58022727272727
"742","Oyster   Other than Foveaux Strait","2018",4.77363636363636,1.19340909090909,3.58022727272727
"743","Oyster   Other than Foveaux Strait","2019",4.77363636363636,1.19340909090909,3.58022727272727
"744","Oyster   Other than Foveaux Strait","2020",4.77363636363636,1.19340909090909,3.58022727272727
"745","Oyster   Other than Foveaux Strait","2021",4.77363636363636,1.19340909090909,3.58022727272727
"746","Pacific Bluefin Tuna","2008",26.07,6.5175,19.5525
"747","Pacific Bluefin Tuna","2009",26.07,6.5175,19.5525
"748","Pacific Bluefin Tuna","2010",31.45,7.8625,23.5875
"749","Pacific Bluefin Tuna","2011",31.56,7.89,23.67
"750","Pacific Bluefin Tuna","2012",31.31,7.8275,23.4825
"751","Pacific Bluefin Tuna","2013",31.31,7.8275,23.4825
"752","Pacific Bluefin Tuna","2014",31.31,7.8275,23.4825
"753","Pacific Bluefin Tuna","2015",31.31,7.8275,23.4825
"754","Pacific Bluefin Tuna","2016",31.31,7.8275,23.4825
"755","Pacific Bluefin Tuna","2017",31.31,7.8275,23.4825
"756","Pacific Bluefin Tuna","2018",31.31,7.8275,23.4825
"757","Pacific Bluefin Tuna","2019",31.31,7.8275,23.4825
"758","Pacific Bluefin Tuna","2020",31.31,7.8275,23.4825
"759","Pacific Bluefin Tuna","2021",13.56791908,3.39197977,10.17593931
"760","Packhorse Rock Lobster","2008",27.12,6.78,20.34
"761","Packhorse Rock Lobster","2009",27.12,6.78,20.34
"762","Packhorse Rock Lobster","2010",48,12,36
"763","Packhorse Rock Lobster","2011",53.42,13.355,40.065
"764","Packhorse Rock Lobster","2012",58,14.5,43.5
"765","Packhorse Rock Lobster","2013",58,14.5,43.5
"766","Packhorse Rock Lobster","2014",48,12,36
"767","Packhorse Rock Lobster","2015",48,12,36
"768","Packhorse Rock Lobster","2016",48,12,36
"769","Packhorse Rock Lobster","2017",48,12,36
"770","Packhorse Rock Lobster","2018",39.41241443,9.8531036075,29.5593108225
"771","Packhorse Rock Lobster","2019",53.94136207,13.4853405175,40.4560215525
"772","Packhorse Rock Lobster","2020",52.99381871,13.2484546775,39.7453640325
"773","Packhorse Rock Lobster","2021",47.5317458,11.88293645,35.64880935
"774","Paddle Crab","2008",4.37,1.0925,3.2775
"775","Paddle Crab","2009",4.37,1.0925,3.2775
"776","Paddle Crab","2010",5.657,1.41425,4.24275
"777","Paddle Crab","2011",4.851,1.21275,3.63825
"778","Paddle Crab","2012",4.812,1.203,3.609
"779","Paddle Crab","2013",5.182,1.2955,3.8865
"780","Paddle Crab","2014",5.182,1.2955,3.8865
"781","Paddle Crab","2015",5.182,1.2955,3.8865
"782","Paddle Crab","2016",5.182,1.2955,3.8865
"783","Paddle Crab","2017",5.182,1.2955,3.8865
"784","Paddle Crab","2018",5.182,1.2955,3.8865
"785","Paddle Crab","2019",5.182,1.2955,3.8865
"786","Paddle Crab","2020",5.182,1.2955,3.8865
"787","Paddle Crab","2021",5.607,1.40175,4.20525
"788","Parore","2008",1.81,0.4525,1.3575
"789","Parore","2009",1.81,0.4525,1.3575
"790","Parore","2010",2.05,0.5125,1.5375
"791","Parore","2011",2.01,0.5025,1.5075
"792","Parore","2012",1.99,0.4975,1.4925
"793","Parore","2013",1.99,0.4975,1.4925
"794","Parore","2014",1.99,0.4975,1.4925
"795","Parore","2015",2.2325,0.558125,1.674375
"796","Parore","2016",2.2325,0.558125,1.674375
"797","Parore","2017",2.2325,0.558125,1.674375
"798","Parore","2018",2.232870745,0.55821768625,1.67465305875
"799","Parore","2019",2.12641338075,0.5316033451875,1.5948100355625
"800","Parore","2020",2.38039367225,0.5950984180625,1.7852952541875
"801","Parore","2021",2.427746038,0.6069365095,1.8208095285
"802","Patagonian Toothfish","2008",3,0.75,2.25
"803","Patagonian Toothfish","2009",3,0.75,2.25
"804","Patagonian Toothfish","2010",3.62,0.905,2.715
"805","Patagonian Toothfish","2011",3.63,0.9075,2.7225
"806","Patagonian Toothfish","2012",3.6,0.9,2.7
"807","Patagonian Toothfish","2013",10,2.5,7.5
"808","Patagonian Toothfish","2014",10,2.5,7.5
"809","Patagonian Toothfish","2015",10,2.5,7.5
"810","Patagonian Toothfish","2016",10,2.5,7.5
"811","Patagonian Toothfish","2017",10,2.5,7.5
"812","Patagonian Toothfish","2018",10,2.5,7.5
"813","Patagonian Toothfish","2019",10,2.5,7.5
"814","Patagonian Toothfish","2020",10,2.5,7.5
"815","Patagonian Toothfish","2021",10,2.5,7.5
"816","Paua","2008",33.15,8.2875,24.8625
"817","Paua","2009",33.15,8.2875,24.8625
"818","Paua","2010",22.73,5.6825,17.0475
"819","Paua","2011",26.8,6.7,20.1
"820","Paua","2012",26.5818181818182,6.64545454545455,19.9363636363636
"821","Paua","2013",27.9163636363636,6.97909090909091,20.9372727272727
"822","Paua","2014",28.2763636363636,7.06909090909091,21.2072727272727
"823","Paua","2015",16.5,4.125,12.375
"824","Paua","2016",23.98,5.995,17.985
"825","Paua","2017",NA,NA,NA
"826","Paua","2018",24.8690113463636,6.21725283659091,18.6517585097727
"827","Paua","2019",39,9.75,29.25
"828","Paua","2020",39,9.75,29.25
"829","Paua","2021",38.914934284,9.728733571,29.186200713
"830","Pilchard","2008",0.7,0.175,0.525
"831","Pilchard","2009",0.7,0.175,0.525
"832","Pilchard","2010",0.84,0.21,0.63
"833","Pilchard","2011",0.84,0.21,0.63
"834","Pilchard","2012",0.83,0.2075,0.6225
"835","Pilchard","2013",0.83,0.2075,0.6225
"836","Pilchard","2014",0.83,0.2075,0.6225
"837","Pilchard","2015",0.83,0.2075,0.6225
"838","Pilchard","2016",0.891428571428571,0.222857142857143,0.668571428571428
"839","Pilchard","2017",0.911428571428571,0.227857142857143,0.683571428571428
"840","Pilchard","2018",0.911419824571429,0.227854956142857,0.683564868428571
"841","Pilchard","2019",0.911419824571429,0.227854956142857,0.683564868428571
"842","Pilchard","2020",0.911419824571429,0.227854956142857,0.683564868428571
"843","Pilchard","2021",0.911419824571429,0.227854956142857,0.683564868428571
"844","Pipi","2008",1.1,0.275,0.825
"845","Pipi","2009",1.1,0.275,0.825
"846","Pipi","2010",0.949,0.23725,0.71175
"847","Pipi","2011",0.93,0.2325,0.6975
"848","Pipi","2012",0.92,0.23,0.69
"849","Pipi","2013",0.92,0.23,0.69
"850","Pipi","2014",0.92,0.23,0.69
"851","Pipi","2015",0.92,0.23,0.69
"852","Pipi","2016",0.92,0.23,0.69
"853","Pipi","2017",0.92,0.23,0.69
"854","Pipi","2018",0.92,0.23,0.69
"855","Pipi","2019",0.92,0.23,0.69
"856","Pipi","2020",0.92,0.23,0.69
"857","Pipi","2021",0.92,0.23,0.69
"858","Porae","2008",2.1475,0.536875,1.610625
"859","Porae","2009",2.1475,0.536875,1.610625
"860","Porae","2010",2.5975,0.649375,1.948125
"861","Porae","2011",2.2725,0.568125,1.704375
"862","Porae","2012",2.2525,0.563125,1.689375
"863","Porae","2013",2.395,0.59875,1.79625
"864","Porae","2014",2.395,0.59875,1.79625
"865","Porae","2015",2.4075,0.601875,1.805625
"866","Porae","2016",2.3225,0.580625,1.741875
"867","Porae","2017",2.3225,0.580625,1.741875
"868","Porae","2018",2.32083819625,0.5802095490625,1.7406286471875
"869","Porae","2019",2.85474050775,0.7136851269375,2.1410553808125
"870","Porae","2020",2.9684685305,0.742117132625,2.226351397875
"871","Porae","2021",2.63672207525,0.6591805188125,1.9775415564375
"872","Porbeagle Shark","2008",0.4,0.1,0.3
"873","Porbeagle Shark","2009",0.4,0.1,0.3
"874","Porbeagle Shark","2010",0.36,0.09,0.27
"875","Porbeagle Shark","2011",0.6,0.15,0.45
"876","Porbeagle Shark","2012",0.6,0.15,0.45
"877","Porbeagle Shark","2013",0.71,0.1775,0.5325
"878","Porbeagle Shark","2014",0.25,0.0625,0.1875
"879","Porbeagle Shark","2015",0.25,0.0625,0.1875
"880","Porbeagle Shark","2016",0.41,0.1025,0.3075
"881","Porbeagle Shark","2017",0.41,0.1025,0.3075
"882","Porbeagle Shark","2018",0.406986983,0.10174674575,0.30524023725
"883","Porbeagle Shark","2019",0.406986983,0.10174674575,0.30524023725
"884","Porbeagle Shark","2020",0.406986983,0.10174674575,0.30524023725
"885","Porbeagle Shark","2021",0.406986983,0.10174674575,0.30524023725
"886","Prawn Killer","2008",0.25,0.0625,0.1875
"887","Prawn Killer","2009",0.25,0.0625,0.1875
"888","Prawn Killer","2010",1.26,0.315,0.945
"889","Prawn Killer","2011",3.45,0.8625,2.5875
"890","Prawn Killer","2012",3.41909090909091,0.854772727272727,2.56431818181818
"891","Prawn Killer","2013",3.42,0.855,2.565
"892","Prawn Killer","2014",3.42,0.855,2.565
"893","Prawn Killer","2015",3.42,0.855,2.565
"894","Prawn Killer","2016",3.42,0.855,2.565
"895","Prawn Killer","2017",3.42,0.855,2.565
"896","Prawn Killer","2018",3.15817667754545,0.789544169386364,2.36863250815909
"897","Prawn Killer","2019",3.15817667754545,0.789544169386364,2.36863250815909
"898","Prawn Killer","2020",3.15817667754545,0.789544169386364,2.36863250815909
"899","Prawn Killer","2021",3.15817667754545,0.789544169386364,2.36863250815909
"900","Queen Scallop","2008",1.7,0.425,1.275
"901","Queen Scallop","2009",1.7,0.425,1.275
"902","Queen Scallop","2010",2.05,0.5125,1.5375
"903","Queen Scallop","2011",2.06,0.515,1.545
"904","Queen Scallop","2012",2.04,0.51,1.53
"905","Queen Scallop","2013",2.04,0.51,1.53
"906","Queen Scallop","2014",2.04,0.51,1.53
"907","Queen Scallop","2015",2.04,0.51,1.53
"908","Queen Scallop","2016",2.04,0.51,1.53
"909","Queen Scallop","2017",2.04,0.51,1.53
"910","Queen Scallop","2018",2.04,0.51,1.53
"911","Queen Scallop","2019",2.04,0.51,1.53
"912","Queen Scallop","2020",2.04,0.51,1.53
"913","Queen Scallop","2021",3.5,0.875,2.625
"914","Ray's Bream","2008",0.83,0.2075,0.6225
"915","Ray's Bream","2009",0.83,0.2075,0.6225
"916","Ray's Bream","2010",1.01,0.2525,0.7575
"917","Ray's Bream","2011",1.11,0.2775,0.8325
"918","Ray's Bream","2012",1.1,0.275,0.825
"919","Ray's Bream","2013",1.19,0.2975,0.8925
"920","Ray's Bream","2014",1.19,0.2975,0.8925
"921","Ray's Bream","2015",1.19,0.2975,0.8925
"922","Ray's Bream","2016",1.06,0.265,0.795
"923","Ray's Bream","2017",0.77,0.1925,0.5775
"924","Ray's Bream","2018",0.771791971,0.19294799275,0.57884397825
"925","Ray's Bream","2019",0.771791971,0.19294799275,0.57884397825
"926","Ray's Bream","2020",0.771791971,0.19294799275,0.57884397825
"927","Ray's Bream","2021",0.771791971,0.19294799275,0.57884397825
"928","Red Bait","2010",0.39,0.0975,0.2925
"929","Red Bait","2011",0.39,0.0975,0.2925
"930","Red Bait","2012",0.39,0.0975,0.2925
"931","Red Bait","2013",0.39,0.0975,0.2925
"932","Red Bait","2014",0.39,0.0975,0.2925
"933","Red Bait","2015",0.3175,0.079375,0.238125
"934","Red Bait","2016",0.3175,0.079375,0.238125
"935","Red Bait","2017",0.3175,0.079375,0.238125
"936","Red Bait","2018",0.31702247375,0.0792556184375,0.2377668553125
"937","Red Bait","2019",0.31702247375,0.0792556184375,0.2377668553125
"938","Red Bait","2020",0.3428999645,0.085724991125,0.257174973375
"939","Red Bait","2021",0.52994094275,0.1324852356875,0.3974557070625
"940","Red Cod","2008",0.732,0.183,0.549
"941","Red Cod","2009",0.732,0.183,0.549
"942","Red Cod","2010",0.712,0.178,0.534
"943","Red Cod","2011",0.784,0.196,0.588
"944","Red Cod","2012",0.716,0.179,0.537
"945","Red Cod","2013",0.656,0.164,0.492
"946","Red Cod","2014",0.662,0.1655,0.4965
"947","Red Cod","2015",0.598,0.1495,0.4485
"948","Red Cod","2016",0.568,0.142,0.426
"949","Red Cod","2017",0.604,0.151,0.453
