"","species_common_name","period","ace_transfer_price","starting_year"
"458","Hake","Starting Oct 2009",0.8825,"2009"
"459","Hake","Starting Oct 2010",0.770566666666667,"2010"
"460","Hake","Starting Oct 2011",0.6149,"2011"
"461","Hake","Starting Oct 2012",0.600833333333333,"2012"
"462","Hake","Starting Oct 2013",0.535666666666667,"2013"
"463","Hake","Starting Oct 2014",0.67255,"2014"
"464","Hake","Starting Oct 2015",0.456733333333333,"2015"
"465","Hake","Starting Oct 2016",0.53595,"2016"
"466","Hake","Starting Oct 2017",0.7548,"2017"
"467","Hake","Starting Oct 2018",0.4106,"2018"
"468","Hake","Starting Oct 2019",0.6166,"2019"
"469","Hake","Starting Oct 2020",0.6431,"2020"
"470","Hapuku & Bass","Starting Oct 2001",0.993657142857143,"2001"
"471","Hapuku & Bass","Starting Oct 2002",1.08618571428571,"2002"
"472","Hapuku & Bass","Starting Oct 2003",1.18754285714286,"2003"
"473","Hapuku & Bass","Starting Oct 2004",1.14837142857143,"2004"
"474","Hapuku & Bass","Starting Oct 2005",1.20392857142857,"2005"
"475","Hapuku & Bass","Starting Oct 2006",1.16074285714286,"2006"
"476","Hapuku & Bass","Starting Oct 2007",1.20245714285714,"2007"
"477","Hapuku & Bass","Starting Oct 2008",1.13711428571429,"2008"
"478","Hapuku & Bass","Starting Oct 2009",1.08935714285714,"2009"
"479","Hapuku & Bass","Starting Oct 2010",1.1437,"2010"
"480","Hapuku & Bass","Starting Oct 2011",1.16175714285714,"2011"
"481","Hapuku & Bass","Starting Oct 2012",1.18738571428571,"2012"
"482","Hapuku & Bass","Starting Oct 2013",1.21664285714286,"2013"
"483","Hapuku & Bass","Starting Oct 2014",1.16552857142857,"2014"
"484","Hapuku & Bass","Starting Oct 2015",1.12491428571429,"2015"
"485","Hapuku & Bass","Starting Oct 2016",1.14271428571429,"2016"
"486","Hapuku & Bass","Starting Oct 2017",1.0611,"2017"
"487","Hapuku & Bass","Starting Oct 2018",1.07111428571429,"2018"
"488","Hapuku & Bass","Starting Oct 2019",0.991428571428571,"2019"
"489","Hapuku & Bass","Starting Oct 2020",0.955128571428571,"2020"
"490","Hapuku & Bass","Starting Oct 2021",1.01392857142857,"2021"
"491","Hoki","Starting Oct 2001",0.5526,"2001"
"492","Hoki","Starting Oct 2002",0.5703,"2002"
"493","Hoki","Starting Oct 2003",0.3218,"2003"
"494","Hoki","Starting Oct 2004",0.4477,"2004"
"495","Hoki","Starting Oct 2005",0.5271,"2005"
"496","Hoki","Starting Oct 2006",0.5221,"2006"
"497","Hoki","Starting Oct 2007",0.6892,"2007"
"498","Hoki","Starting Oct 2008",0.7534,"2008"
"499","Hoki","Starting Oct 2009",0.8089,"2009"
"500","Hoki","Starting Oct 2010",0.7329,"2010"
"501","Hoki","Starting Oct 2011",0.5554,"2011"
"502","Hoki","Starting Oct 2012",0.5153,"2012"
"503","Hoki","Starting Oct 2013",0.4786,"2013"
"504","Hoki","Starting Oct 2014",0.3556,"2014"
"505","Hoki","Starting Oct 2015",0.3684,"2015"
"506","Hoki","Starting Oct 2016",0.302,"2016"
"507","Hoki","Starting Oct 2017",0.3568,"2017"
"508","Hoki","Starting Oct 2018",0.3187,"2018"
"509","Hoki","Starting Oct 2019",0.3924,"2019"
"510","Hoki","Starting Oct 2020",0.4779,"2020"
"511","Hoki","Starting Oct 2021",0.5164,"2021"
"512","Jack mackerel","Starting Oct 2001",0.0346,"2001"
"513","Jack mackerel","Starting Oct 2002",0.034,"2002"
"514","Jack mackerel","Starting Oct 2003",0.0502333333333333,"2003"
"515","Jack mackerel","Starting Oct 2004",0.0435333333333333,"2004"
"516","Jack mackerel","Starting Oct 2005",0.0434333333333333,"2005"
"517","Jack mackerel","Starting Oct 2006",0.0496333333333333,"2006"
"518","Jack mackerel","Starting Oct 2007",0.0607333333333333,"2007"
"519","Jack mackerel","Starting Oct 2008",0.0683,"2008"
"520","Jack mackerel","Starting Oct 2009",0.0757,"2009"
"521","Jack mackerel","Starting Oct 2010",0.0675666666666667,"2010"
"522","Jack mackerel","Starting Oct 2011",0.0709666666666667,"2011"
"523","Jack mackerel","Starting Oct 2012",0.0703,"2012"
"524","Jack mackerel","Starting Oct 2013",0.0784333333333333,"2013"
"525","Jack mackerel","Starting Oct 2014",0.0901333333333333,"2014"
"526","Jack mackerel","Starting Oct 2015",0.0931666666666667,"2015"
"527","Jack mackerel","Starting Oct 2016",0.0826666666666667,"2016"
"528","Jack mackerel","Starting Oct 2017",0.0872,"2017"
"529","Jack mackerel","Starting Oct 2018",0.0827,"2018"
"530","Jack mackerel","Starting Oct 2019",0.0993,"2019"
"531","Jack mackerel","Starting Oct 2020",0.100666666666667,"2020"
"532","Jack mackerel","Starting Oct 2021",0.12855,"2021"
"533","John Dory","Starting Oct 2001",0.8428,"2001"
"534","John Dory","Starting Oct 2002",1.175375,"2002"
"535","John Dory","Starting Oct 2003",0.933575,"2003"
"536","John Dory","Starting Oct 2004",1.01595,"2004"
"537","John Dory","Starting Oct 2005",0.8795,"2005"
"538","John Dory","Starting Oct 2006",0.93715,"2006"
"539","John Dory","Starting Oct 2007",1.237175,"2007"
"540","John Dory","Starting Oct 2008",1.18215,"2008"
"541","John Dory","Starting Oct 2009",1.07615,"2009"
"542","John Dory","Starting Oct 2010",1.100075,"2010"
"543","John Dory","Starting Oct 2011",1.193975,"2011"
"544","John Dory","Starting Oct 2012",1.075975,"2012"
"545","John Dory","Starting Oct 2013",1.021175,"2013"
"546","John Dory","Starting Oct 2014",1.00853333333333,"2014"
"547","John Dory","Starting Oct 2015",1.04443333333333,"2015"
"548","John Dory","Starting Oct 2016",1.192125,"2016"
"549","John Dory","Starting Oct 2017",1.12916666666667,"2017"
"550","John Dory","Starting Oct 2018",1.12195,"2018"
"551","John Dory","Starting Oct 2019",1.438775,"2019"
"552","John Dory","Starting Oct 2020",1.1678,"2020"
"553","John Dory","Starting Oct 2021",1.4329,"2021"
"554","Kahawai","Starting Oct 2004",0.178525,"2004"
"555","Kahawai","Starting Oct 2005",0.196525,"2005"
"556","Kahawai","Starting Oct 2006",0.1867,"2006"
"557","Kahawai","Starting Oct 2007",0.2063,"2007"
"558","Kahawai","Starting Oct 2008",0.2408,"2008"
"559","Kahawai","Starting Oct 2009",0.246525,"2009"
"560","Kahawai","Starting Oct 2010",0.24685,"2010"
"561","Kahawai","Starting Oct 2011",0.233625,"2011"
"562","Kahawai","Starting Oct 2012",0.2454,"2012"
"563","Kahawai","Starting Oct 2013",0.25065,"2013"
"564","Kahawai","Starting Oct 2014",0.26485,"2014"
"565","Kahawai","Starting Oct 2015",0.25765,"2015"
"566","Kahawai","Starting Oct 2016",0.272525,"2016"
"567","Kahawai","Starting Oct 2017",0.274075,"2017"
"568","Kahawai","Starting Oct 2018",0.27415,"2018"
"569","Kahawai","Starting Oct 2019",0.30155,"2019"
"570","Kahawai","Starting Oct 2020",0.304725,"2020"
"571","Kahawai","Starting Oct 2021",0.3857,"2021"
"572","Kina","Starting Oct 2002",0.602,"2002"
"573","Kina","Starting Oct 2003",0.597316666666667,"2003"
"574","Kina","Starting Oct 2004",0.9192,"2004"
"575","Kina","Starting Oct 2005",0.7125,"2005"
"576","Kina","Starting Oct 2006",0.70052,"2006"
"577","Kina","Starting Oct 2007",0.49005,"2007"
"578","Kina","Starting Oct 2008",0.508083333333333,"2008"
"579","Kina","Starting Oct 2009",0.55795,"2009"
"580","Kina","Starting Oct 2010",0.50486,"2010"
"581","Kina","Starting Oct 2011",0.43192,"2011"
"582","Kina","Starting Oct 2012",0.526766666666667,"2012"
"583","Kina","Starting Oct 2013",0.5034,"2013"
"584","Kina","Starting Oct 2014",0.567133333333333,"2014"
"585","Kina","Starting Oct 2015",0.7086,"2015"
"586","Kina","Starting Oct 2016",0.81986,"2016"
"587","Kina","Starting Oct 2017",0.747925,"2017"
"588","Kina","Starting Oct 2018",0.677983333333333,"2018"
"589","Kina","Starting Oct 2019",0.644083333333333,"2019"
"590","Kina","Starting Oct 2020",0.7204,"2020"
"591","Kina","Starting Oct 2021",0.840266666666667,"2021"
"592","King Crab","Starting Oct 2003",2.18515,"2003"
"593","King Crab","Starting Oct 2004",4.28042,"2004"
"594","King Crab","Starting Oct 2005",3.56485,"2005"
"595","King Crab","Starting Oct 2006",3.307375,"2006"
"596","King Crab","Starting Oct 2007",3.28686,"2007"
"597","King Crab","Starting Oct 2008",3.44525,"2008"
"598","King Crab","Starting Oct 2009",3.300925,"2009"
"599","King Crab","Starting Oct 2010",3.0765,"2010"
"600","King Crab","Starting Oct 2011",3.33906,"2011"
"601","King Crab","Starting Oct 2012",3.66464,"2012"
"602","King Crab","Starting Oct 2013",4.45104,"2013"
"603","King Crab","Starting Oct 2014",4.60968,"2014"
"604","King Crab","Starting Oct 2015",4.65804,"2015"
"605","King Crab","Starting Oct 2016",5.21466,"2016"
"606","King Crab","Starting Oct 2017",6.01374,"2017"
"607","King Crab","Starting Oct 2018",6.58526,"2018"
"608","King Crab","Starting Oct 2019",5.73428,"2019"
"609","King Crab","Starting Oct 2020",4.43886,"2020"
"610","King Crab","Starting Oct 2021",3.3536,"2021"
"611","Leatherjacket","Starting Oct 2003",0.0919333333333333,"2003"
"612","Leatherjacket","Starting Oct 2004",0.0712,"2004"
"613","Leatherjacket","Starting Oct 2005",0.0778666666666667,"2005"
"614","Leatherjacket","Starting Oct 2006",0.0724666666666667,"2006"
"615","Leatherjacket","Starting Oct 2007",0.0783666666666667,"2007"
"616","Leatherjacket","Starting Oct 2008",0.0808,"2008"
"617","Leatherjacket","Starting Oct 2009",0.0850666666666667,"2009"
"618","Leatherjacket","Starting Oct 2010",0.0931,"2010"
"619","Leatherjacket","Starting Oct 2011",0.116666666666667,"2011"
"620","Leatherjacket","Starting Oct 2012",0.109,"2012"
"621","Leatherjacket","Starting Oct 2013",0.1459,"2013"
"622","Leatherjacket","Starting Oct 2014",0.163466666666667,"2014"
"623","Leatherjacket","Starting Oct 2015",0.1934,"2015"
"624","Leatherjacket","Starting Oct 2016",0.116933333333333,"2016"
"625","Leatherjacket","Starting Oct 2017",0.1271,"2017"
"626","Leatherjacket","Starting Oct 2018",0.132525,"2018"
"627","Leatherjacket","Starting Oct 2019",0.162333333333333,"2019"
"628","Leatherjacket","Starting Oct 2020",0.156366666666667,"2020"
"629","Leatherjacket","Starting Oct 2021",0.1573,"2021"
"630","Ling","Starting Oct 2001",1.04028571428571,"2001"
"631","Ling","Starting Oct 2002",1.19977142857143,"2002"
"632","Ling","Starting Oct 2003",1.01444285714286,"2003"
"633","Ling","Starting Oct 2004",1.00777142857143,"2004"
"634","Ling","Starting Oct 2005",0.945528571428571,"2005"
"635","Ling","Starting Oct 2006",0.972742857142857,"2006"
"636","Ling","Starting Oct 2007",1.02895714285714,"2007"
"637","Ling","Starting Oct 2008",1.05947142857143,"2008"
"638","Ling","Starting Oct 2009",1.00704285714286,"2009"
"639","Ling","Starting Oct 2010",1.07768571428571,"2010"
"640","Ling","Starting Oct 2011",1.10025714285714,"2011"
"641","Ling","Starting Oct 2012",1.18121666666667,"2012"
"642","Ling","Starting Oct 2013",1.2175,"2013"
"643","Ling","Starting Oct 2014",1.29766,"2014"
"644","Ling","Starting Oct 2015",1.24898,"2015"
"645","Ling","Starting Oct 2016",1.29408,"2016"
"646","Ling","Starting Oct 2017",1.22428333333333,"2017"
"647","Ling","Starting Oct 2018",1.47513333333333,"2018"
"648","Ling","Starting Oct 2019",1.1878,"2019"
"649","Ling","Starting Oct 2020",1.11795,"2020"
"650","Ling","Starting Oct 2021",1.31086,"2021"
"651","Long-finned eel","Starting Oct 2006",5.7801,"2006"
"652","Long-finned eel","Starting Oct 2012",2.064825,"2012"
"653","Long-finned eel","Starting Oct 2013",2.51875,"2013"
"654","Long-finned eel","Starting Oct 2014",2.49605,"2014"
"655","Long-finned eel","Starting Oct 2015",2.506025,"2015"
"656","Long-finned eel","Starting Oct 2016",2.492775,"2016"
"657","Long-finned eel","Starting Oct 2017",2.4606,"2017"
"658","Long-finned eel","Starting Oct 2018",2,"2018"
"659","Lookdown Dory","Starting Oct 2004",0.19445,"2004"
"660","Lookdown Dory","Starting Oct 2005",0.15025,"2005"
"661","Lookdown Dory","Starting Oct 2006",0.1419,"2006"
"662","Lookdown Dory","Starting Oct 2007",0.124,"2007"
"663","Lookdown Dory","Starting Oct 2008",0.10835,"2008"
"664","Lookdown Dory","Starting Oct 2009",0.12325,"2009"
"665","Lookdown Dory","Starting Oct 2010",0.11845,"2010"
"666","Lookdown Dory","Starting Oct 2011",0.1441,"2011"
"667","Lookdown Dory","Starting Oct 2012",0.14325,"2012"
"668","Lookdown Dory","Starting Oct 2013",0.1612,"2013"
"669","Lookdown Dory","Starting Oct 2014",0.1493,"2014"
"670","Lookdown Dory","Starting Oct 2015",0.13845,"2015"
"671","Lookdown Dory","Starting Oct 2016",0.11195,"2016"
"672","Lookdown Dory","Starting Oct 2017",0.12725,"2017"
"673","Lookdown Dory","Starting Oct 2018",0.14215,"2018"
"674","Lookdown Dory","Starting Oct 2019",0.13135,"2019"
"675","Lookdown Dory","Starting Oct 2020",0.12835,"2020"
"676","Lookdown Dory","Starting Oct 2021",0.14345,"2021"
"677","Mako Shark","Starting Oct 2004",0.0718,"2004"
"678","Mako Shark","Starting Oct 2005",0.0557,"2005"
"679","Mako Shark","Starting Oct 2006",0.0645,"2006"
"680","Mako Shark","Starting Oct 2007",0.0563,"2007"
"681","Mako Shark","Starting Oct 2008",0.0614,"2008"
"682","Mako Shark","Starting Oct 2009",0.0472,"2009"
"683","Mako Shark","Starting Oct 2010",0.0533,"2010"
"684","Mako Shark","Starting Oct 2011",0.0536,"2011"
"685","Mako Shark","Starting Oct 2012",0.0624,"2012"
"686","Mako Shark","Starting Oct 2013",0.0674,"2013"
"687","Mako Shark","Starting Oct 2014",0.0646,"2014"
"688","Mako Shark","Starting Oct 2015",0.0688,"2015"
"689","Mako Shark","Starting Oct 2016",0.0661,"2016"
"690","Mako Shark","Starting Oct 2017",0.0692,"2017"
"691","Mako Shark","Starting Oct 2018",0.0642,"2018"
"692","Mako Shark","Starting Oct 2019",0.0551,"2019"
"693","Mako Shark","Starting Oct 2020",0.0571,"2020"
"694","Mako Shark","Starting Oct 2021",0.0611,"2021"
"695","Moonfish","Starting Oct 2004",0.2631,"2004"
"696","Moonfish","Starting Oct 2005",0.2592,"2005"
"697","Moonfish","Starting Oct 2006",0.1782,"2006"
"698","Moonfish","Starting Oct 2007",0.2954,"2007"
"699","Moonfish","Starting Oct 2008",0.2506,"2008"
"700","Moonfish","Starting Oct 2009",0.1086,"2009"
"701","Moonfish","Starting Oct 2010",0.1198,"2010"
"702","Moonfish","Starting Oct 2011",0.3955,"2011"
"703","Moonfish","Starting Oct 2012",0.1118,"2012"
"704","Moonfish","Starting Oct 2013",0.3581,"2013"
"705","Moonfish","Starting Oct 2014",0.1071,"2014"
"706","Moonfish","Starting Oct 2015",0.1088,"2015"
"707","Moonfish","Starting Oct 2016",0.164,"2016"
"708","Moonfish","Starting Oct 2017",0.3081,"2017"
"709","Moonfish","Starting Oct 2018",0.47,"2018"
"710","Moonfish","Starting Oct 2019",0.1242,"2019"
"711","Moonfish","Starting Oct 2020",0.3091,"2020"
"712","Orange Roughy","Starting Oct 2001",1.8327,"2001"
"713","Orange Roughy","Starting Oct 2002",1.45635714285714,"2002"
"714","Orange Roughy","Starting Oct 2003",1.60123333333333,"2003"
"715","Orange Roughy","Starting Oct 2004",1.62955,"2004"
"716","Orange Roughy","Starting Oct 2005",1.5693,"2005"
"717","Orange Roughy","Starting Oct 2006",1.44825714285714,"2006"
"718","Orange Roughy","Starting Oct 2007",1.73835714285714,"2007"
"719","Orange Roughy","Starting Oct 2008",1.59238571428571,"2008"
"720","Orange Roughy","Starting Oct 2009",1.72845714285714,"2009"
"721","Orange Roughy","Starting Oct 2010",1.83681428571429,"2010"
"722","Orange Roughy","Starting Oct 2011",1.85264285714286,"2011"
"723","Orange Roughy","Starting Oct 2012",1.82995,"2012"
"724","Orange Roughy","Starting Oct 2013",1.87408571428571,"2013"
"725","Orange Roughy","Starting Oct 2014",2.10838571428571,"2014"
"726","Orange Roughy","Starting Oct 2015",2.23052857142857,"2015"
"727","Orange Roughy","Starting Oct 2016",2.09518571428571,"2016"
"728","Orange Roughy","Starting Oct 2017",1.93914285714286,"2017"
"729","Orange Roughy","Starting Oct 2018",2.00917142857143,"2018"
"730","Orange Roughy","Starting Oct 2019",2.12331428571429,"2019"
"731","Orange Roughy","Starting Oct 2020",2.01564285714286,"2020"
"732","Orange Roughy","Starting Oct 2021",1.86918571428571,"2021"
"733","Oreo","Starting Oct 2001",0.3665,"2001"
"734","Oreo","Starting Oct 2002",0.39835,"2002"
"735","Oreo","Starting Oct 2003",0.338475,"2003"
"736","Oreo","Starting Oct 2004",0.32765,"2004"
"737","Oreo","Starting Oct 2005",0.331325,"2005"
"738","Oreo","Starting Oct 2006",0.35235,"2006"
"739","Oreo","Starting Oct 2007",0.385425,"2007"
"740","Oreo","Starting Oct 2008",0.344175,"2008"
"741","Oreo","Starting Oct 2009",0.324325,"2009"
"742","Oreo","Starting Oct 2010",0.3195,"2010"
"743","Oreo","Starting Oct 2011",0.33315,"2011"
"744","Oreo","Starting Oct 2012",0.3397,"2012"
"745","Oreo","Starting Oct 2013",0.5454,"2013"
"746","Oreo","Starting Oct 2014",0.33475,"2014"
"747","Oreo","Starting Oct 2015",0.359766666666667,"2015"
"748","Oreo","Starting Oct 2016",0.3331,"2016"
"749","Oreo","Starting Oct 2017",0.335833333333333,"2017"
"750","Oreo","Starting Oct 2018",0.3606,"2018"
"751","Oreo","Starting Oct 2019",0.391,"2019"
"752","Oreo","Starting Oct 2020",0.2893,"2020"
"753","Oreo","Starting Oct 2021",0.4636,"2021"
"754","Pacific Bluefin Tuna","Starting Oct 2004",8.6713,"2004"
"755","Pacific Bluefin Tuna","Starting Oct 2007",8.2729,"2007"
"756","Paddle Crab","Starting Oct 2002",0.57668,"2002"
"757","Paddle Crab","Starting Oct 2003",0.59238,"2003"
"758","Paddle Crab","Starting Oct 2004",0.5027,"2004"
"759","Paddle Crab","Starting Oct 2005",0.48694,"2005"
"760","Paddle Crab","Starting Oct 2006",0.5232,"2006"
"761","Paddle Crab","Starting Oct 2007",0.418025,"2007"
"762","Paddle Crab","Starting Oct 2008",0.360475,"2008"
"763","Paddle Crab","Starting Oct 2009",0.34834,"2009"
"764","Paddle Crab","Starting Oct 2010",0.522133333333333,"2010"
"765","Paddle Crab","Starting Oct 2011",0.219066666666667,"2011"
"766","Paddle Crab","Starting Oct 2012",0.2259,"2012"
"767","Paddle Crab","Starting Oct 2013",0.330733333333333,"2013"
"768","Paddle Crab","Starting Oct 2014",0.2724,"2014"
"769","Paddle Crab","Starting Oct 2015",0.6115,"2015"
"770","Paddle Crab","Starting Oct 2016",0.2525,"2016"
"771","Paddle Crab","Starting Oct 2017",0.7473,"2017"
"772","Paddle Crab","Starting Oct 2018",0.7494,"2018"
"773","Paddle Crab","Starting Oct 2019",0.2441,"2019"
"774","Paddle Crab","Starting Oct 2020",0.3448,"2020"
"775","Paddle Crab","Starting Oct 2021",0.2549,"2021"
"776","Pale Ghost Shark","Starting Oct 2001",0.0906333333333333,"2001"
"777","Pale Ghost Shark","Starting Oct 2002",0.0887,"2002"
"778","Pale Ghost Shark","Starting Oct 2003",0.0721,"2003"
"779","Pale Ghost Shark","Starting Oct 2004",0.0679333333333333,"2004"
"780","Pale Ghost Shark","Starting Oct 2005",0.0635,"2005"
"781","Pale Ghost Shark","Starting Oct 2006",0.0532666666666667,"2006"
"782","Pale Ghost Shark","Starting Oct 2007",0.0556666666666667,"2007"
"783","Pale Ghost Shark","Starting Oct 2008",0.0541333333333333,"2008"
"784","Pale Ghost Shark","Starting Oct 2009",0.0613,"2009"
"785","Pale Ghost Shark","Starting Oct 2010",0.076,"2010"
"786","Pale Ghost Shark","Starting Oct 2011",0.0889666666666667,"2011"
"787","Pale Ghost Shark","Starting Oct 2012",0.0854,"2012"
"788","Pale Ghost Shark","Starting Oct 2013",0.0646666666666667,"2013"
"789","Pale Ghost Shark","Starting Oct 2014",0.0600666666666667,"2014"
"790","Pale Ghost Shark","Starting Oct 2015",0.0412,"2015"
"791","Pale Ghost Shark","Starting Oct 2016",0.0805,"2016"
"792","Pale Ghost Shark","Starting Oct 2017",0.0622333333333333,"2017"
"793","Pale Ghost Shark","Starting Oct 2018",0.0635333333333333,"2018"
"794","Pale Ghost Shark","Starting Oct 2019",0.05875,"2019"
"795","Pale Ghost Shark","Starting Oct 2020",0.0586,"2020"
"796","Pale Ghost Shark","Starting Oct 2021",0.0466,"2021"
"797","Parore","Starting Oct 2004",0.1555,"2004"
"798","Parore","Starting Oct 2005",0.2227,"2005"
"799","Parore","Starting Oct 2006",0.2569,"2006"
"800","Parore","Starting Oct 2007",0.252,"2007"
"801","Parore","Starting Oct 2008",0.26445,"2008"
"802","Parore","Starting Oct 2009",0.253733333333333,"2009"
"803","Parore","Starting Oct 2010",0.262533333333333,"2010"
"804","Parore","Starting Oct 2011",0.2896,"2011"
"805","Parore","Starting Oct 2012",0.229066666666667,"2012"
"806","Parore","Starting Oct 2013",0.224733333333333,"2013"
"807","Parore","Starting Oct 2014",0.24305,"2014"
"808","Parore","Starting Oct 2015",0.2082,"2015"
"809","Parore","Starting Oct 2016",0.26515,"2016"
"810","Parore","Starting Oct 2017",0.246,"2017"
"811","Parore","Starting Oct 2018",0.254933333333333,"2018"
"812","Parore","Starting Oct 2019",0.2973,"2019"
"813","Parore","Starting Oct 2020",0.2263,"2020"
"814","Parore","Starting Oct 2021",0.21925,"2021"
"815","Paua","Starting Oct 2001",32.9858666666667,"2001"
"816","Paua","Starting Oct 2002",34.0747166666667,"2002"
"817","Paua","Starting Oct 2003",26.69216,"2003"
"818","Paua","Starting Oct 2004",26.4104666666667,"2004"
"819","Paua","Starting Oct 2005",27.64415,"2005"
"820","Paua","Starting Oct 2006",29.20015,"2006"
"821","Paua","Starting Oct 2007",26.0152166666667,"2007"
"822","Paua","Starting Oct 2008",26.2853333333333,"2008"
"823","Paua","Starting Oct 2009",18.8584,"2009"
"824","Paua","Starting Oct 2010",21.0788833333333,"2010"
"825","Paua","Starting Oct 2011",23.60515,"2011"
"826","Paua","Starting Oct 2012",25.5466,"2012"
"827","Paua","Starting Oct 2013",20.7836166666667,"2013"
"828","Paua","Starting Oct 2014",21.0325833333333,"2014"
"829","Paua","Starting Oct 2015",17.6278,"2015"
"830","Paua","Starting Oct 2016",22.8798666666667,"2016"
"831","Paua","Starting Oct 2017",30.0697166666667,"2017"
"832","Paua","Starting Oct 2018",30.3088833333333,"2018"
"833","Paua","Starting Oct 2019",30.2275333333333,"2019"
"834","Paua","Starting Oct 2020",17.6896833333333,"2020"
"835","Paua","Starting Oct 2021",20.6392125,"2021"
"836","Pilchards","Starting Oct 2002",0.238333333333333,"2002"
"837","Pilchards","Starting Oct 2003",0.2188,"2003"
"838","Pilchards","Starting Oct 2004",0.16315,"2004"
"839","Pilchards","Starting Oct 2005",0.18135,"2005"
"840","Pilchards","Starting Oct 2006",0.21235,"2006"
"841","Pilchards","Starting Oct 2007",0.1971,"2007"
"842","Pilchards","Starting Oct 2008",0.19825,"2008"
"843","Pilchards","Starting Oct 2009",0.3133,"2009"
"844","Pilchards","Starting Oct 2011",0.15,"2011"
"845","Pilchards","Starting Oct 2012",0.3835,"2012"
"846","Pilchards","Starting Oct 2015",0.1843,"2015"
"847","Pilchards","Starting Oct 2016",0.18,"2016"
"848","Pilchards","Starting Oct 2018",0.1237,"2018"
"849","Pilchards","Starting Oct 2019",0.169,"2019"
"850","Pilchards","Starting Oct 2020",0.09575,"2020"
"851","Pilchards","Starting Oct 2021",0.1603,"2021"
"852","Pipi","Starting Oct 2004",0.9183,"2004"
"853","Pipi","Starting Oct 2006",1.1868,"2006"
"854","Porae","Starting Oct 2004",0.42495,"2004"
"855","Porae","Starting Oct 2005",0.39565,"2005"
"856","Porae","Starting Oct 2006",0.37025,"2006"
"857","Porae","Starting Oct 2007",0.34225,"2007"
"858","Porae","Starting Oct 2008",0.4958,"2008"
"859","Porae","Starting Oct 2009",0.41865,"2009"
"860","Porae","Starting Oct 2010",0.57795,"2010"
"861","Porae","Starting Oct 2011",0.58,"2011"
"862","Porae","Starting Oct 2012",0.5666,"2012"
"863","Porae","Starting Oct 2013",0.4822,"2013"
"864","Porae","Starting Oct 2014",0.4888,"2014"
"865","Porae","Starting Oct 2015",0.5218,"2015"
"866","Porae","Starting Oct 2016",0.81175,"2016"
"867","Porae","Starting Oct 2017",0.88145,"2017"
"868","Porae","Starting Oct 2018",0.8657,"2018"
"869","Porae","Starting Oct 2019",0.80105,"2019"
"870","Porae","Starting Oct 2020",0.84455,"2020"
"871","Porae","Starting Oct 2021",0.8599,"2021"
"872","Porbeagle Shark","Starting Oct 2004",0.0636,"2004"
"873","Porbeagle Shark","Starting Oct 2005",0.0639,"2005"
"874","Porbeagle Shark","Starting Oct 2006",0.0654,"2006"
"875","Porbeagle Shark","Starting Oct 2007",0.0658,"2007"
"876","Porbeagle Shark","Starting Oct 2008",0.0609,"2008"
"877","Porbeagle Shark","Starting Oct 2009",0.0542,"2009"
"878","Porbeagle Shark","Starting Oct 2010",0.0534,"2010"
"879","Porbeagle Shark","Starting Oct 2011",0.0668,"2011"
"880","Porbeagle Shark","Starting Oct 2012",0.0548,"2012"
"881","Porbeagle Shark","Starting Oct 2013",0.0581,"2013"
"882","Porbeagle Shark","Starting Oct 2014",0.0615,"2014"
"883","Porbeagle Shark","Starting Oct 2015",0.0618,"2015"
"884","Porbeagle Shark","Starting Oct 2016",0.0591,"2016"
"885","Porbeagle Shark","Starting Oct 2017",0.0826,"2017"
"886","Porbeagle Shark","Starting Oct 2018",0.0741,"2018"
"887","Porbeagle Shark","Starting Oct 2019",0.0553,"2019"
"888","Porbeagle Shark","Starting Oct 2020",0.0926,"2020"
"889","Porbeagle Shark","Starting Oct 2021",0.05,"2021"
"890","Prawn Killer","Starting Oct 2009",0.0913,"2009"
"891","Prawn Killer","Starting Oct 2010",0.0804,"2010"
"892","Prawn Killer","Starting Oct 2011",0.1011,"2011"
"893","Prawn Killer","Starting Oct 2012",0.1103,"2012"
"894","Prawn Killer","Starting Oct 2013",0.1215,"2013"
"895","Prawn Killer","Starting Oct 2014",0.08065,"2014"
"896","Prawn Killer","Starting Oct 2015",0.1355,"2015"
"897","Prawn Killer","Starting Oct 2016",0.06975,"2016"
"898","Prawn Killer","Starting Oct 2017",0.07215,"2017"
"899","Prawn Killer","Starting Oct 2018",0.0544,"2018"
"900","Queen Scallop","Starting Oct 2014",2.0083,"2014"
"901","Ray's Bream","Starting Oct 2004",0.1153,"2004"
"902","Ray's Bream","Starting Oct 2005",0.0616,"2005"
"903","Ray's Bream","Starting Oct 2006",0.1008,"2006"
"904","Ray's Bream","Starting Oct 2007",0.0867,"2007"
"905","Ray's Bream","Starting Oct 2008",0.0581,"2008"
"906","Ray's Bream","Starting Oct 2009",0.0738,"2009"
"907","Ray's Bream","Starting Oct 2010",0.0767,"2010"
"908","Ray's Bream","Starting Oct 2011",0.0706,"2011"
"909","Ray's Bream","Starting Oct 2012",0.0592,"2012"
"910","Ray's Bream","Starting Oct 2013",0.0623,"2013"
"911","Ray's Bream","Starting Oct 2014",0.0707,"2014"
"912","Ray's Bream","Starting Oct 2015",0.056,"2015"
"913","Ray's Bream","Starting Oct 2016",0.0637,"2016"
"914","Ray's Bream","Starting Oct 2017",0.0794,"2017"
"915","Ray's Bream","Starting Oct 2018",0.0476,"2018"
"916","Ray's Bream","Starting Oct 2019",0.0744,"2019"
